"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Bacteria_Proteobacteria_Alphaproteobacteria_Acetobacterales_Acetobacteraceae_",6.01032183443733,5.86044229870341,2.85119781528537,2.05543167411442,0.0398373287905443,0.628544520917477
"Bacteria_Proteobacteria_Alphaproteobacteria_Dongiales_Dongiaceae_Dongia",35.0266719212377,-0.0422009147909364,2.59641085007131,-0.0162535581723429,0.98703210785099,0.994450533095528
"Bacteria_Proteobacteria_Alphaproteobacteria_Rhizobiales_Rhizobiaceae_Aminobacter",5.1287116476867,5.63155061145233,2.92153794466309,1.9275979700143,0.0539051515757791,0.639746596158757
"Bacteria_Proteobacteria_Alphaproteobacteria_Sphingomonadales_Sphingomonadaceae_Sphingopyxis",11.821977302718,1.01497918163688,2.58765736026027,0.392238631444927,0.694881902683084,0.958427506152451
"Bacteria_Proteobacteria_Gammaproteobacteria_Burkholderiales_Comamonadaceae_Rhodoferax",16.8322264744477,7.34669485016013,2.95164752926515,2.48901495768676,0.0128097576319001,0.451576279588164
"Bacteria_Bacteroidota_Bacteroidia_Chitinophagales_Chitinophagaceae_Niastella",11.5646529158503,20.6019081693385,3.38606380115997,6.08432368057593,NA,NA
"Bacteria_Bacteroidota_Bacteroidia_Cytophagales_Cytophagaceae_Sporocytophaga",2.81010257768326,4.76291298195002,3.3944476372308,1.40314816752796,0.160572660199937,0.639746596158757
"Bacteria_Bacteroidota_Bacteroidia_Flavobacteriales_Crocinitomicaceae_Wandonia",15.6530147025529,-0.324454349194722,2.8888798477238,-0.112311472368906,0.91057644572204,0.987037063301753
"Bacteria_Bacteroidota_Bacteroidia_Sphingobacteriales_Sphingobacteriaceae_Pedobacter",20.7576108115262,-2.43399325593963,2.82755777728995,-0.860811147870681,0.389342064165345,0.801254682775058
"Bacteria_Firmicutes_Bacilli_Aneurinibacillales_Aneurinibacillaceae_Aneurinibacillus",5.18788168187678,5.64805482902738,3.38937321411306,1.66640097511521,NA,NA
"Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus",17.4700050623485,-1.65524646876528,3.1742556842905,-0.521459716354027,NA,NA
"Bacteria_Firmicutes_Bacilli_Brevibacillales_Brevibacillaceae_Brevibacillus",8.32222686467733,20.1400618667666,3.38711312301555,5.94608480298877,NA,NA
"Bacteria_Firmicutes_Bacilli_Erysipelotrichales_Erysipelotrichaceae_Bulleidia",4.97171994513191,5.58662194523677,3.38963408296521,1.64814897670301,NA,NA
"Bacteria_Firmicutes_Bacilli_Lactobacillales_Streptococcaceae_Streptococcus",9.84954227790259,0.469865044862774,3.24281619182071,0.144894134316927,NA,NA
"Bacteria_Planctomycetota_Planctomycetes_Isosphaerales_Isosphaeraceae_Paludisphaera",5.70281605022031,0.0596857549535253,3.25360187900781,0.0183445169916507,0.985364014008428,0.994450533095528
